"Sukunimi","Yhteensä"
"Viljanto",25
"Wirgentius",25
"Wiro",25
"Volmari",25
"von Boehm",25
"von Nandelstadh",25
"Vuoksenturja",25
"Wuorimaa",25
"Vuorsalo",25
"Vural",25
"Vähä-Mäkilä",25
"Väli-Tainio",25
"Vördgren",25
"Yan",25
"Ylesmäki",25
"Ylihuttula",25
"Ylipaasto",25
"Yli-Pelkonen",25
"Ylipiessa",25
"Ylisipola",25
"Ylisiurunen",25
"Yli-Äyhö",25
"Ylä-Sulkava",25
"Ylä-Viteli",25
"Yrjans",25
"Zakharov",25
"Zewi",25
"Ärmänen",25
"Äärynen",25
"Österroos",25
"Aareskoski",24
"Abdikarim",24
"Adolfsen",24
"Ahdesalo",24
"Ahdesmäki",24
"Ahmajärvi",24
"Ahokannas",24
"Aholaita",24
"Ahtokari",24
"Ahvalo",24
"Ahvenisto",24
"Airosto",24
"Aitokari",24
"Aittakari",24
"Aittonen",24
"Ajanto",24
"Ajosenpää",24
"Ala-Hemmilä",24
"Alakahri",24
"Ala-Kantti",24
"Alakruuvi",24
"Ala-Laurinaho",24
"Alaluukas",24
"Alamehtä",24
"Alametsä",24
"Ala-Pietilä",24
"Alasow",24
"Alavainio",24
"Alhonoja",24
"Alimattila",24
"Alisalo",24
"Al-Janabi",24
"Ammesmäki",24
"Amonsen",24
"Angerias",24
"Angervisto",24
"Apajainen",24
"Apajasalo",24
"Arojoki",24
"Aspegrén",24
"Aunesluoma",24
"Avci",24
"Aydogan",24
"Azemi",24
"Bade",24
"Barlow",24
"Bensky",24
"Bernström",24
"Bibani",24
"Bilal",24
"Björklöv",24
"Björnberg",24
"Blomberg von der Geest",24
"Blomkvist",24
"Blomros",24
"Boijer-Spoof",24
"Brantberg",24
"Brar",24
"Bushi",24
"Både",24
"Båtman",24
"Bärn",24
"Dahlmars",24
"Damstén",24
"Day",24
"Dayib",24
"de Jong",24
"de Silva",24
"Doski",24
"Easton",24
"Edén",24
"Elander",24
"Elki",24
"Elmroos",24
"Engsbo",24
"Erenius",24
"Erjomaa",24
"Erkas",24
"Fagerroth",24
"Fogström",24
"Frolova",24
"Fromholdt",24
"Först",24
"Gallen",24
"Gavrilova",24
"Gers",24
"Gorschelnik",24
"Grenfors",24
"Gruber",24
"Grundell",24
"Gullström",24
"Haapa-alho",24
"Haapaoja",24
"Haarni",24
"Hainari",24
"Hakaoja",24
"Hakoluoto",24
"Halsinaho",24
"Halttula",24
"Hammari",24
"Hamu",24
"Hanslin",24
"Harapainen",24
"Harhio",24
"Harvey",24
"Havén",24
"Heimbürger",24
"Heinäheimo",24
"Hekanaho",24
"Helkamo",24
"Helläkoski",24
"Helme",24
"Hepoviita",24
"Herkkola",24
"Hiekkapelto",24
"Hietainen",24
"Hiilinen",24
"Hiito",24
"Hinttaniemi",24
"Hirvisalo",24
"Hollfast",24
"Hollmen",24
"Holmnäs",24
"Honkalehto",24
"Hopearuoho",24
"Horsma-aho",24
"Horsmalahti",24
"Hoxha",24
"Hunt",24
"Hupila",24
"Hurmola",24
"Hurske",24
"Hyrkkönen",24
"Hämälistö",24
"Högerman",24
"Höysti",24
"Höytö",24
"Ihalempiä",24
"Ihantoja",24
"Iikkola",24
"Ikala",24
"Iljamo",24
"Ilmalahti",24
"Imran",24
"Isakov",24
"Isokivelä",24
"Isokotamäki",24
"Itä",24
"Itätalo",24
"Jaakola-Siimes",24
"Jankens",24
"Janssen",24
"Jarju",24
"Jarvis",24
"Jernman",24
"Jibril",24
"Johannesson",24
"Jokikunnas",24
"Jokipakka",24
"Juliander",24
"Juthman",24
"Juurijoki",24
"Jykylä",24
"Jylhäsalo",24
"Jäpölä",24
"Järvensalo",24
"Kaalinpää",24
"Kaaranen",24
"Kaarkoski",24
"Kaiharju",24
"Kaijasilta",24
"Kainomaa",24
"Kalliokangas",24
"Kallioväli",24
"Kalo",24
"Kangasalusta",24
"Kangaskortet",24
"Kankaanrinta",24
"Kankaro",24
"Kankfelt",24
"Kapp",24
"Kaptens",24
"Karkama",24
"Karti",24
"Karttiala",24
"Karttimo",24
"Karukoski",24
"Kaske",24
"Kataja-Rahko",24
"Kauris",24
"Kautio",24
"Kautovaara",24
"Keravuo",24
"Khawaja",24
"Kiikkerä",24
"Kirkko-Jaakkola",24
"Kisko",24
"Klinkmann",24
"Kobayashi",24
"Kolhinoja",24
"Kommeri",24
"Kontolampi",24
"Korkkanen",24
"Korosuo",24
"Korpihalla",24
"Koskela-Koivisto",24
"Koskensalmi",24
"Koskivainio",24
"Kourilehto",24
"Kugappi",24
"Kuja-Aro",24
"Kuja-Penttilä",24
"Kukkamo",24
"Kulhelm",24
"Kumpuvuori",24
"Kupela",24
"Kuurlunti",24
"Kuutela",24
"Künnap",24
"Kyrönlampi",24
"Kyrönseppä",24
"Kytölehto",24
"Kyykoski",24
"Kyöperi",24
"König",24
"Kööpikkä",24
"Laakeri",24
"Lahti-Mononen",24
"Lahtiperä",24
"Lahtola",24
"Lampiranta",24
"Lapinmäki",24
"Lapio",24
"Larke",24
"Larkovuo",24
"Larvala",24
"Lastuniemi",24
"Laukola",24
"Lausala",24
"Lautkankare",24
"Lê",24
"Lebeitsuk",24
"Leidenius",24
"Leiri",24
"Leisma",24
"Lejonqvist",24
"Leppä-Aho",24
"Leussu",24
"Levikari",24
"Liinamo",24
"Liitsola",24
"Liljedal",24
"Lillsund",24
"Linjakumpu",24
"Linkosuonio",24
"Linnermo",24
"Lintamo",24
"Loitokari",24
"Luhtapuro",24
"Luimula",24
"Lukkarla",24
"Lumimäki",24
"Luodeslampi",24
"Luola",24
"Luomaa",24
"Luosto",24
"Lyhteilä",24
"Lönnmark",24
"Maahi",24
"Maavirta",24
"Mahilainen",24
"Majaharju",24
"Malleus",24
"Malmborg",24
"Malmiharju",24
"Malmikumpu",24
"Mannberg",24
"Mannerjärvi",24
"Markova",24
"Marola",24
"Masonen",24
"Masti",24
"Matarainen",24
"Mechelin",24
"Meckelborg",24
"Meijanen",24
"Meltola",24
"Mensola",24
"Meretniemi",24
"Meriruoho",24
"Miininen",24
"Mikonmäki",24
"Moller",24
"Molnár",24
"Moukola",24
"Mukku",24
"Murtoo",24
"Muurila",24
"Mäki-Rautila",24
"Mäkirintala",24
"Mäntytörmä",24
"Nemes",24
"Nervander",24
"Nevavuori",24
"Niemioja",24
"Nietosjärvi",24
"Niinilammi",24
"Nikusaari",24
"Niura",24
"Nohteri",24
"Noiva",24
"Norhomaa",24
"Nosa",24
"Nuikkinen",24
"Nuorva",24
"Nuru",24
"Nuutti",24
"Nykulla",24
"Näre",24
"Näsinlinna",24
"Oinaala",24
"Oivaranta",24
"Ojavalli",24
"Oker-Blom",24
"Oksalahti",24
"Oksiala",24
"Olifirenko",24
"Opara",24
"Oraviita",24
"Otsomaa",24
"Otto",24
"Ottola",24
"Paalanko",24
"Paani",24
"Paatsola",24
"Paetau",24
"Pahlsten",24
"Pajuaho",24
"Pajusto",24
"Palokari",24
"Parkkasaari",24
"Parppei",24
"Peltohaka",24
"Pelto-Korpi",24
"Peng",24
"Penkari",24
"Pensasmäki",24
"Perlinen",24
"Petelius",24
"Petrovic",24
"Piekkanen",24
"Pihlajavesi",24
"Pinonummi",24
"Plaami",24
"Poduschkin",24
"Polamo",24
"Polvi-Lohikoski",24
"Pommelin",24
"Poppius",24
"Poutinen",24
"Pränny",24
"Pukka",24
"Purasmaa",24
"Pynnä",24
"Pystykoski",24
"Pystylä",24
"Pähti",24
"Päivömaa",24
"Pälikkö",24
"Pärnäjärvi",24
"Pääskysaari",24
"Pökkylä",24
"Pöystilä",24
"Raatiniemi",24
"Raekannas",24
"Raekoski",24
"Raemaa",24
"Rahimy",24
"Raitisto",24
"Rajalakso",24
"Rajulin",24
"Ramos",24
"Rannelma",24
"Rantee",24
"Rashica",24
"Ratamaa",24
"Rauhanlaakso",24
"Raulahti",24
"Rauniomaa",24
"Rautia",24
"Rehumäki",24
"Remmer",24
"Revonmäki",24
"Riistama",24
"Rinnasto",24
"Rinnevuori",24
"Riponiemi",24
"Ristoja",24
"Ritolahti",24
"Roslin",24
"Roukka",24
"Rousti",24
"Routaniemi",24
"Rudenberg",24
"Ruuni",24
"Rätte",24
"Saartenkorpi",24
"Safari",24
"Sahlakari",24
"Saija",24
"Sajantola",24
"Salermo",24
"Salmikuukka",24
"Salminkoski",24
"Salmivainio",24
"Salopino",24
"Sanmark",24
"Sarias",24
"Sarkima",24
"Sarkiola",24
"Saunaluoma",24
"Saurila",24
"Saviola",24
"Schlobohm",24
"Seinä",24
"Seiplax",24
"Semenius",24
"Sidorova",24
"Siilanen",24
"Siisiäinen",24
"Silakka",24
"Sillanmikko",24
"Silokunnas",24
"Silvendoin",24
"Simmelvuo",24
"Sinelampi",24
"Sinkonen",24
"Sippari",24
"Sirama",24
"Sivill",24
"Sivusalo",24
"Sjödin",24
"Skyttén",24
"Skärström",24
"Sloan",24
"Snäkin",24
"Sobott",24
"Soidinniemi",24
"Soilas",24
"Soitamo",24
"Sommarlund",24
"Sorokina",24
"Sosunov",24
"Spak",24
"Starckjohann",24
"Stenwall",24
"Stewen",24
"Stormi",24
"Sulanterä",24
"Suonikko",24
"Suono",24
"Suortamo",24
"Surenkin",24
"Suuraho",24
"Suurholma",24
"Suvilahti",24
"Sykäri",24
"Sylvestersson",24
"Syväranta",24
"Syväys",24
"Sälliluoma",24
"Taali",24
"Taavo",24
"Taimiaho",24
"Tajik",24
"Takari",24
"Talasterä",24
"Tallgård",24
"Talvasto",24
"Tarima",24
"Tarula",24
"Tassberg",24
"Teimonen",24
"Teliranta",24
"Tengman",24
"Teppala",24
"Tervamaa",24
"Teräsniska",24
"Thomssen",24
"Tiihala",24
"Tmava",24
"Tomunen",24
"Toni",24
"Tukkimäki",24
"Tuomarila",24
"Tuomenharju",24
"Tuomialho",24
"Turma",24
"Turva",24
"Tähtisaari",24
"Törngren",24
"Uhlgrén",24
"Uitus",24
"Ullner",24
"Urpiola",24
"Uuro",24
"Uurtimo",24
"Uusi-Kakkuri",24
"Uusi-Niemi",24
"Vaahtoniemi",24
"Vaalio",24
"Vaaljoki",24
"Wahlqvist",24
"Vahto",24
"Vainioniemi",24
"Waismaa",24
"Vakkanen",24
"Valdolin",24
"Valima",24
"Valkkio",24
"Valleala",24
"Valovuori",24
"Vanha-Jaakkola",24
"Vapaniemi",24
"Varjos",24
"Varneslahti",24
"Varpe",24
"Varpunen",24
"Varvemaa",24
"Vatajaniemi",24
"Wejberg",24
"Vennelä",24
"Vermas",24
"Vesakoski",24
"Vestervik",24
"Westström",24
"Vierunen",24
"Vigman",24
"Wihanto",24
"Vihava",24
"Vihtamäki",24
"Vihunen",24
"Wiirilinna",24
"Viitahalme",24
"Wiitanen",24
"Wild",24
"Willandt",24
"Vine",24
"Virkalahti",24
"Virtapuro",24
"Vuoriranta",24
"Vuotikka",24
"Vähä-Krekula",24
"Vähä-Ypyä",24
"Värre",24
"Värriö",24
"Väyliö",24
"Yaman",24
"Yhtiö",24
"Ylikörkkö",24
"Ylipeura",24
"Yli-Tepsa",24
"Yli-Uotila",24
"Ylä-Himanka",24
"Yüksel",24
"Zakharova",24
"Ziegler",24
"Äijänaho",24
"Österås",24
"Aallonranta",23
"Aarninsalo",23
"Aarrevaara",23
"Aas",23
"Aavajoki",23
"Abbors",23
"Abdi Ahmed",23
"Abid",23
"Ackrén",23
"Aerila",23
"Ahmed Mohamed",23
"Ahvenranta",23
"Aihonen",23
"Aihos",23
"Aittanen",23
"Aittapelto",23
"Aksentjeff",23
"Alajakku",23
"Ala-Kotila",23
"Ala-Mäyry",23
"Ala-Tainio",23
"Aleksejev",23
"Al-Faisal",23
"Aliska",23
"Almusa",23
"Alsila",23
"Altay",23
"Amir",23
"Andler",23
"Antere",23
"Anwari",23
"Apiainen",23
"Arajuuri",23
"Arhio",23
"Ari",23
"Arraste",23
"Arrhenius",23
"Arttola",23
"Atem",23
"Atula",23
"Aurasmaa",23
"Ax",23
"Bardy",23
"Beranger",23
"Bergelin",23
"Besic",23
"Bosnjakovic",23
"Bradley",23
"Brahimi",23
"Brodkin",23
"Buljugin",23
"Bång",23
"Carlenius",23
"Çekiç",23
"Clarén",23
"Coskun",23
"Dalkarl",23
"Denisov",23
"Diop",23
"Dragon",23
"Dubb",23
"Dunderberg",23
"Eemola",23
"Eker",23
"el Issaoui",23
"El Shamaly",23
"Eloluoma",23
"Enala",23
"Ennevaara",23
"Erviö",23
"Fall",23
"Filatov",23
"Flekander",23
"Florström",23
"Frederiksen",23
"Freyberg",23
"Färling",23
"Galla",23
"Gartz",23
"Girsén",23
"Goodwin",23
"Gordin",23
"Govenius",23
"Granlid",23
"Grans",23
"Grotell",23
"Guarnieri",23
"Guldén",23
"Gumpler",23
"Gutierrez",23
"Haapasilta",23
"Haas",23
"Haastola",23
"Haikkonen",23
"Hakamies",23
"Hakokivi",23
"Halila",23
"Hallantie",23
"Halmén",23
"Halmepuro",23
"Hamarus",23
"Hankavuori",23
"Hankomäki",23
"Hardy",23
"Harjulin",23
"Harkonmaa",23
"Harrivaara",23
"Haugen",23
"Haukka-aho",23
"Heinälehto",23
"Helamaa",23
"Helasuo",23
"Helinen",23
"Hellas",23
"Helldan",23
"Helveranta",23
"Hemling",23
"Heporauta",23
"Hienola",23
"Hietsalo",23
"Hiittenkallio",23
"Hiittola",23
"Hillgén",23
"Hilmola",23
"Himmelä",23
"Hirsmäki",23
"Hirsto",23
"Hirvasaho",23
"Hirviaho",23
"Hirvivuori",23
"Hisinger",23
"Hommy",23
"Hoppela",23
"Horsmanheimo",23
"Hoskio",23
"Hoteila",23
"Huhmarkangas",23
"Huila",23
"Huimala",23
"Hukkamäki",23
"Hurmekoski",23
"Huvi",23
"Hyde",23
"Hykkyrä",23
"Hyökyvirta",23
"Hyöppönen",23
"Hård af Segerstad",23
"Hämölä",23
"Hötti",23
"Ilmaranta",23
"Impponen",23
"Inborr",23
"Irmola",23
"Itäkylä",23
"Javén",23
"Jestilä",23
"Jokihalme",23
"Jokiluhta",23
"Jokineva",23
"Jokipaltio",23
"Joof",23
"Jouha",23
"Juga",23
"Junttola",23
"Juuruskorpi",23
"Juuska",23
"Jylhänniska",23
"Jyvälä",23
"Jämsänen",23
"Järkkälä",23
"Jääkallio",23
"Kaamanen",23
"Kaariaho",23
"Kahela",23
"Kahi",23
"Kailasuo",23
"Kairimo",23
"Kairo",23
"Kaislaranta",23
"Kajaani",23
"Kajanen",23
"Kajasto",23
"Kajatsalo",23
"Kalajo",23
"Kallila",23
"Kalvas",23
"Kamil",23
"Kankanen",23
"Kankeri",23
"Kantokari",23
"Karapuu",23
"Karkio",23
"Karomäki",23
"Karpenko",23
"Katoperä",23
"Kaukosuo",23
"Kauneela",23
"Kaupponen",23
"Kauramaa",23
"Keidas",23
"Keijama",23
"Keipilä",23
"Kemppilä",23
"Keski-Jaskari",23
"Keskimäinen",23
"Keskiruusi",23
"Keskisimonen",23
"Keskumäki",23
"Kessel",23
"Kielosto",23
"Kiias",23
"Kiijärvi",23
"Kiikkilä",23
"Kiikola",23
"Kindberg",23
"Kinturi",23
"Kirra",23
"Kiseleva",23
"Klimscheffskij",23
"Koberg",23
"Kohi",23
"Koppana",23
"Korkealehto",23
"Kranck",23
"Krekelä",23
"Kristeri",23
"Krug",23
"Krylova",23
"Kukk",23
"Kulkas",23
"Kulmalahti",23
"Kultavuori",23
"Kunnala",23
"Kursukangas",23
"Kurumaa",23
"Kutuniva",23
"Kuusama",23
"Kyaw",23
"Kyllöinen",23
"Kylä-Junnila",23
"Kyppö",23
"Kyröjoki",23
"Kytösalmi",23
"Käkelä-Petäys",23
"Käräjähonka",23
"Könnilä",23
"Laankoski",23
"Lahermaa",23
"Lahlou",23
"Lahnala",23
"Lahtio",23
"Lahtiranta",23
"Laikkoja",23
"Laisaari",23
"Laisalmi",23
"Lammia",23
"Lammio",23
"Laosmaa",23
"Lapinjoki",23
"Lapinsalo",23
"Larmi",23
"Latva-Pirilä",23
"Latva-Rasula",23
"Lauhala",23
"Laurema",23
"Lausti",23
"Lautakatto",23
"Lavinen",23
"Lechner",23
"Lehdontie",23
"Lehessalo",23
"Lehmuskenttä",23
"Lehtevä",23
"Lehtonurmi",23
"Lehvilä",23
"Leime",23
"Leimi",23
"Leislahti",23
"Leppijoki",23
"Leppikallio",23
"Lepänaho",23
"Liippo",23
"Lillia",23
"Linkala",23
"Linnera",23
"Liskola",23
"Lithen",23
"Loimusto",23
"Lomma",23
"Louhimies",23
"Louhiranta",23
"Lounas",23
"Lounila",23
"Lukki",23
"Lummemäki",23
"Lundholm",23
"Luolakari",23
"Luosma",23
"Luotolampi",23
"Lusma",23
"Lusminki",23
"Lysinen",23
"Långskog",23
"Lähelmä",23
"Länkimäki",23
"Lännenmäki",23
"Löfdahl",23
"Majakangas",23
"Majonen",23
"Majorin",23
"Malvikko",23
"Marjoranta",23
"Matala-aho",23
"Matarmaa",23
"Meder",23
"Meloni",23
"Merilaita",23
"Merkku",23
"Mesiä",23
"Mikkolanaho",23
"Millasnoore",23
"Murdoch",23
"Murremäki",23
"Mustakari",23
"Mutala",23
"Myers",23
"Mäenpänen",23
"Mäki-Ikola",23
"Mäki-Kamppi",23
"Mäki-Teppo",23
"Mänki",23
"Nadbornik",23
"Nalkki",23
"Narvanto",23
"Navarro",23
"Nesterinen",23
"Nettamo",23
"Niesniemi",23
"Niinivuo",23
"Niittula",23
"Nimetön",23
"Nirhola",23
"Nivanaho",23
"Nokio",23
"Norrbo",23
"Nousimaa",23
"Nousjoki",23
"Numelin",23
"Nummisalo",23
"Nuorela",23
"Nuotiomaa",23
"Nuottanen",23
"Nura",23
"Nurila",23
"Nurttila",23
"Nurvala",23
"Nybond",23
"Nääjärvi",23
"Oikia",23
"Oja-Kaukola",23
"Ojava",23
"Olán",23
"Olaussen",23
"Olkanen",23
"Ontermaa",23
"Orlo",23
"Orvola",23
"Oxman",23
"Paaer",23
"Paala",23
"Paavonperä",23
"Pahalahti",23
"Pajo",23
"Pankko",23
"Pankolainen",23
"Parantala",23
"Parsa",23
"Passiniemi",23
"Patomo",23
"Paulman",23
"Pauniaho",23
"Pauniranta",23
"Pauri",23
"Paussoi",23
"Pautamo",23
"Peisanen",23
"Peitsalo",23
"Peled",23
"Peräniitty",23
"Peurla",23
"Pihlavirta",23
"Pikarinen",23
"Piki",23
"Pirjetä",23
"Pohjankivi",23
"Pohjanpelto",23
"Pollard",23
"Ponkiniemi",23
"Porokara",23
"Postari",23
"Prunnila",23
"Pukonen",23
"Purma",23
"Pyky",23
"Pyrylä",23
"Päiväkumpu",23
"Pällijeff",23
"Pärri",23
"Qorri",23
"Raekivi",23
"Raidén",23
"Rainti",23
"Rajasärkkä",23
"Ramazani",23
"Ranta-Maunus",23
"Rantataro",23
"Rantola",23
"Rasivirta",23
"Ratus",23
"Rauhanummi",23
"Raumanen",23
"Raunioniemi",23
"Rausku",23
"Rautasaari",23
"Rehnstrand",23
"Rekimies",23
"Renström",23
"Retsu",23
"Retulainen",23
"Rignell",23
"Riihikanto",23
"Rimaila",23
"Rinne-Kanto",23
"Rinta-Kokko",23
"Rinta-Kyttä",23
"Ristavaara",23
"Riutto",23
"Rotstén",23
"Roulamo",23
"Rounas",23
"Rrahmani",23
"Ruishalme",23
"Ruisvaara",23
"Ruopio",23
"Ruosteinen",23
"Ruostekoski",23
"Ruotimo",23
"Ruutila",23
"Rytisalo",23
"Rättel",23
"Rönnlöf",23
"Saajos",23
"Saeedi",23
"Sailamaa",23
"Sainkangas",23
"Salakoski",23
"Salmenkaita",23
"Saloma",23
"Saloviin",23
"Samatar",23
"Samelin",23
"Sammi",23
"Sampolahti",23
"Samuel",23
"Samulin",23
"Sandt",23
"Saransalmi",23
"Sarha",23
"Sarikka",23
"Sarpaneva",23
"Sarsama",23
"Sarviharju",23
"Saunanen",23
"Saunders",23
"Sauriala",23
"Saves",23
"Schorin",23
"Seilola",23
"Seitti",23
"Seittu",23
"Selkilä",23
"Senne",23
"Sepänmäki",23
"Serow",23
"Servin",23
"Shakir",23
"Shi",23
"Sibomana",23
"Siemssen",23
"Siimesvaara",23
"Sila",23
"Sileoni",23
"Silin",23
"Simmala",23
"Simmons",23
"Simppula",23
"Sinanbegovic",23
"Sinilaakso",23
"Sinipuro",23
"Sinnelä",23
"Sirrola",23
"Sisättö",23
"Siviranta",23
"Skopa",23
"Skutnabba",23
"Soirio",23
"Solio",23
"Sollasvaara",23
"Somer",23
"Sopenkivi",23
"Soppa",23
"Storvik",23
"Stöd",23
"Suistola",23
"Sujala",23
"Sukava",23
"Sulinko",23
"Suo-Anttila",23
"Suokari",23
"Suovalkama",23
"Suovaniemi",23
"Suumäki",23
"Suvikas",23
"Suvikunnas",23
"Svedberg",23
"Säiniö",23
"Sällman",23
"Särvä",23
"Södersved",23
"Takaveräjä",23
"Talliniemi",23
"Taulavuori",23
"Tavastila",23
"Teerinen",23
"Teitti",23
"Teliö",23
"Tellikka",23
"Tempakka",23
"Tenkku",23
"Tenn",23
"Tenttula",23
"Tervaskangas",23
"Tiisjärvi",23
"Tiittala",23
"Tikkalahti",23
"Timofeev",23
"Tingvall",23
"Tong",23
"Toots",23
"Topp",23
"Torjama",23
"Tukkikoski",23
"Tuoretmaa",23
"Turkkinen",23
"Turkko",23
"Tuulivaara",23
"Tähjänjoki",23
"Tähtisalmi",23
"Ujainen",23
"Ulvo",23
"Uomala",23
"Uramo",23
"Urjanheimo",23
"Urpela",23
"Ursinus",23
"Uusi-Autti",23
"Uusi-Eskola",23
"Uusila",23
"Uusi-Salava",23
"Uusi-Seppälä",23
"Uysal",23
"Vaaherkumpu",23
"Waajakoski",23
"Vaalama",23
"Vaalivirta",23
"Vaani",23
"Waarna",23
"Vaelma",23
"Vahanen",23
"Vainio-Pekka",23
"Vaiste",23
"Valakari",23
"Valkoma",23
"Vallamo",23
"Vallimäki",23
"Walve",23
"Vanala",23
"Vangonen",23
"Vanhanarkaus",23
"Wargelin",23
"Varjanto",23
"Varpomaa",23
"Vasanko",23
"Vatén",23
"Watts",23
"Vaulasto",23
"Vehka-aho",23
"Vehmaan-Kreula",23
"Vehnämäki",23
"Venejärvi",23
"Venna",23
"Verkkosaari",23
"Vertio",23
"Vesaranta",23
"Vesola",23
"Vetri",23
"Wicht",23
"Widmer",23
"Vieras",23
"Vierijärvi",23
"Wihersaari",23
"Vihmo",23
"Viirto",23
"Vikajärvi",23
"Willfors",23
"Vipusaari",23
"Viremo",23
"Virmasalo",23
"Virpikari",23
"Virsula",23
"Wistrand",23
"Vitali",23
"Vogel",23
"Vuoksiala",23
"Vuorema",23
"Vuorenranta",23
"Vuosjoki",23
"Väglund",23
"Vähämiko",23
"Ye",23
"Yli-Kahrakuusi",23
"Ylipieti",23
"Yli-Rokki",23
"Yli-Saari",23
"Yli-Öyrä",23
"Yläjoki",23
"Ylärinne",23
"Ylä-Soini",23
"Ylä-Tuuhonen",23
"Ylä-Vannesluoma",23
"Youssef",23
"Ytterström",23
"Zeneli",23
"Zerni",23
"Zhu",23
"Åkermarck",23
"Äärimaa",23
"Östersund",23
"Aario",22
"Aarnivala",22
"Aarrelampi",22
"Aarrevuo",22
"Abdul",22
"Achren",22
"Ackalin",22
"af Forselles",22
"Ahjopalo",22
"Ahläng",22
"Ahola-Olli",22
"Ahrens",22
"Ahrikkala",22
"Aikko",22
"Ainala",22
"Airaskorpi",22
"al Gangaray",22
"Ala-Jokimäki",22
"Ala-Juusela",22
"Alakomi",22
"Ala-Olla",22
"Alarova",22
"Alasmäki",22
"Alhonpää",22
"Ali-Jaakkola",22
"Almonkari",22
"Alppirinne",22
"Altis",22
"Alutoin",22
"Alvila",22
"Andrews",22
"Arikan",22
"Arimaa",22
"Arkimaa",22
"Arosuo",22
"Arposalo",22
"Ashraf",22
"Aukio",22
"Autiola",22
"Autiosalo",22
"Bala",22
"Belik",22
"Bergenheim",22
"Bergenwall",22
"Borisoff",22
"Bos",22
"Bozkurt",22
"Brandenburg",22
"Britschgi",22
"Brokvist",22
"Buchanan",22
"Bützow",22
"Böhme",22
"Civil",22
"Dahlros",22
"Dalgren",22
"Dalin",22
"Dalvik",22
"Damlin",22
"Dannström",22
"Darboe",22
"de Wit",22
"Decker",22
"Demasör",22
"Diriye",22
"Doherty",22
"Duvnäs",22
"Eertola",22
"Ehramaa",22
"Ehrling",22
"Eikkula",22
"Elevaara",22
"Elolähde",22
"Engdal",22
"Enoranta",22
"Erme",22
"Erävaara",22
"Evijoki",22
"Evinsalo",22
"Fagerberg",22
"Faisal",22
"Fasta",22
"Filatova",22
"Filenius",22
"Fock",22
"Formunen",22
"Frid",22
"Fromholz",22
"Fuss",22
"Gefwert",22
"Gelle",22
"Georgiev",22
"Greco",22
"Greve",22
"Grind",22
"Gullblom",22
"Haapamaa",22
"Haapanala",22
"Haapatie",22
"Hagan",22
"Hagrén",22
"Haikio",22
"Haka-Risku",22
"Hakopuro",22
"Halijoki",22
"Hallami",22
"Halmemies",22
"Halmevuo",22
"Halvorsen",22
"Hameed",22
"Handroos",22
"Hankia",22
"Hankimaa",22
"Hankosaari",22
"Hartio",22
"Hasselgren",22
"Hatulainen",22
"Hauskaviita",22
"Havanko",22
"Hawkins",22
"Heath",22
"Heikinmaa",22
"Heinonmäki",22
"Heinonsalmi",22
"Helakari",22
"Helama",22
"Helasmäki",22
"Helistölä",22
"Heljakka",22
"Helkama",22
"Hemiö",22
"Henning",22
"Herrera",22
"Hertto",22
"Herzog",22
"Hietula",22
"Hilowle",22
"Himmi",22
"Hirschovits-Gerz",22
"Hirsiaho",22
"Hormalainen",22
"Hornela",22
"Hossa",22
"Hotarinen",22
"Huhkio",22
"Huovi",22
"Huurros",22
"Hyriäinen",22
"Hyvösaho",22
"Hällilä",22
"Hänti",22
"Härkisuo",22
"Härmänmaa",22
"Härmävaara",22
"Häti",22
"Högkvist",22
"Ilama",22
"Ilmakari",22
"Ilmaniemi",22
"Ilveskero",22
"Inoranta",22
"Iso-Anttila",22
"Iso-Möttönen",22
"Iso-Seppälä",22
"Issakoff",22
"Itämies",22
"Jaavamo",22
"Jakovuori",22
"Jalanne",22
"Janhu",22
"Jasim",22
"Jasmavaara",22
"Johnsen",22
"Jokilaakso",22
"Jouhikainen",22
"Joutsio",22
"Jullenmaa",22
"Jungarå",22
"Jyly",22
"Jyrkämä",22
"Järvikari",22
"Järvimaa",22
"Kaarlas",22
"Kaartosalmi",22
"Kahilaluoma",22
"Kaijärvi",22
"Kaitokari",22
"Kaivokallio",22
"Kaivoluoto",22
"Kajastie",22
"Kalland",22
"Kalliolinna",22
"Kangas-Kärki",22
"Kannari",22
"Kannussaari",22
"Kanste",22
"Karabulut",22
"Karakaya",22
"Karaksela",22
"Kareisto",22
"Karhio",22
"Karislahti",22
"Karkamo",22
"Karlgren",22
"Karos",22
"Karosvuo",22
"Karpeeki",22
"Kartio",22
"Karuranta",22
"Kaspersson",22
"Kaukorinne",22
"Kaulamo",22
"Kaunissaari",22
"Kautovuori",22
"Kavaja",22
"Kavalto",22
"Kazi",22
"Kebede",22
"Keisalo",22
"Kelonen",22
"Kerava",22
"Keski-Loppi",22
"Keski-Luopa",22
"Kesä",22
"Kiviruusu",22
"Kohtalo",22
"Koivumetsä",22
"Koivupuisto",22
"Kolam",22
"Komarov",22
"Kompsi",22
"Komscha",22
"Kong",22
"Konkarikoski",22
"Konsell",22
"Konstenius",22
"Kopare",22
"Korjamo",22
"Korpihalkola",22
"Korpikallio",22
"Korpilaakso",22
"Korsisaari",22
"Korventaus",22
"Korvuo",22
"Kovakoski",22
"Kreku",22
"Krutsin",22
"Kruunari",22
"Kubin",22
"Kuhn",22
"Kukanaho",22
"Kummunsalo",22
"Kurisjärvi",22
